first equation passed
second equation passed
third equation passed
      461    0.001    0.000    0.001    0.000 hooks.py:20(default_hooks)
      231    0.001    0.000    0.001    0.000 hooks.py:29(dispatch_hook)
      231    0.003    0.000 4541.823   19.662 httplib.py:1009(getresponse)
        1    0.000    0.000    0.000    0.000 httplib.py:1059(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1155(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1180(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1213(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1218(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1224(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1232(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1235(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1252(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1255(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1258(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 httplib.py:1276(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:218(HTTPMessage)
     3219    0.005    0.000    0.006    0.000 httplib.py:220(addheader)
      231    0.026    0.000    0.083    0.000 httplib.py:234(readheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
      231    0.001    0.000    0.002    0.000 httplib.py:335(__init__)
      231    0.006    0.000 4541.715   19.661 httplib.py:363(_read_status)
      231    0.006    0.000 4541.818   19.662 httplib.py:402(begin)
      231    0.001    0.000    0.002    0.000 httplib.py:488(_check_close)
      233    0.001    0.000    0.009    0.000 httplib.py:518(close)
      710    0.000    0.000    0.000    0.000 httplib.py:523(isclosed)
      251    0.001    0.000    0.515    0.002 httplib.py:534(read)
      249    0.005    0.000    0.514    0.002 httplib.py:579(_read_chunked)
      518    0.003    0.000    0.438    0.001 httplib.py:637(_safe_read)
        1    0.001    0.001    0.006    0.006 httplib.py:67(<module>)
      231    0.001    0.000    0.001    0.000 httplib.py:673(getheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:680(HTTPConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:691(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:721(_set_hostport)
        4    0.000    0.000    0.000    0.000 httplib.py:777(close)
      231    0.001    0.000    0.021    0.000 httplib.py:787(send)
     1848    0.001    0.000    0.002    0.000 httplib.py:807(_output)
      231    0.001    0.000    0.023    0.000 httplib.py:814(_send_output)
      231    0.003    0.000    0.006    0.000 httplib.py:835(putrequest)
     1617    0.005    0.000    0.006    0.000 httplib.py:945(putheader)
      231    0.001    0.000    0.023    0.000 httplib.py:956(endheaders)
      231    0.000    0.000    0.045    0.000 httplib.py:971(request)
      231    0.004    0.000    0.045    0.000 httplib.py:992(_send_request)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
      229    0.002    0.000    0.005    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:274(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:279(getregentry)
        1    0.000    0.000    0.005    0.005 idna.py:3(<module>)
      687    0.001    0.000    0.002    0.000 idna.py:62(ToASCII)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:123(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:179(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:198(EUCJPContextAnalysis)
        1    0.001    0.001    0.001    0.001 jpcntx.py:28(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langhungarianmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:97(Latin1Prober)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:35(MultiByteCharSetProber)
        1    0.001    0.001    0.006    0.006 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.001    0.001    0.003    0.003 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
      231    0.003    0.000    0.093    0.000 mimetools.py:24(__init__)
      231    0.003    0.000    0.004    0.000 mimetools.py:33(parsetype)
      231    0.001    0.000    0.001    0.000 mimetools.py:50(parseplist)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:381(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minicompat.py:51(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:75(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 models.py:162(RequestHooksMixin)
      229    0.001    0.000    0.003    0.000 models.py:163(register_hook)
      229    0.000    0.000    0.000    0.000 models.py:172(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:186(Request)
      229    0.002    0.000    0.002    0.000 models.py:210(__init__)
        1    0.000    0.000    0.000    0.000 models.py:264(PreparedRequest)
      231    0.001    0.000    0.001    0.000 models.py:283(__init__)
      229    0.002    0.000    0.398    0.002 models.py:298(prepare)
        2    0.000    0.000    0.000    0.000 models.py:318(copy)
      229    0.000    0.000    0.000    0.000 models.py:328(prepare_method)
      229    0.004    0.000    0.273    0.001 models.py:334(prepare_url)
      229    0.001    0.000    0.008    0.000 models.py:403(prepare_headers)
     1259    0.001    0.000    0.002    0.000 models.py:407(<genexpr>)
      229    0.001    0.000    0.003    0.000 models.py:411(prepare_body)
      229    0.000    0.000    0.001    0.000 models.py:466(prepare_content_length)
      229    0.001    0.000    0.004    0.000 models.py:478(prepare_auth)
      231    0.001    0.000    0.104    0.000 models.py:500(prepare_cookies)
      229    0.001    0.000    0.004    0.000 models.py:512(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:518(Response)
        1    0.000    0.000    0.000    0.000 models.py:53(RequestEncodingMixin)
      231    0.006    0.000    0.019    0.000 models.py:536(__init__)
      231    0.001    0.000    0.002    0.000 models.py:54(path_url)
      231    0.001    0.000    0.002    0.000 models.py:622(is_redirect)
        2    0.000    0.000    0.000    0.000 models.py:629(is_permanent_redirect)
      114    0.001    0.000    0.021    0.000 models.py:634(apparent_encoding)
      231    0.001    0.000    0.001    0.000 models.py:639(iter_content)
      481    0.001    0.000    0.531    0.001 models.py:649(generate)
      575    0.002    0.000    0.535    0.001 models.py:710(content)
      114    0.002    0.000    0.023    0.000 models.py:734(text)
      230    0.002    0.000    0.050    0.000 models.py:75(_encode_params)
        1    0.000    0.000    0.001    0.001 models.py:8(<module>)
        2    0.000    0.000    0.000    0.000 models.py:827(close)
       12    0.000    0.000    0.000    0.000 namedtype.py:124(getTagMap)
       24    0.000    0.000    0.000    0.000 namedtype.py:14(getType)
        6    0.000    0.000    0.000    0.000 namedtype.py:15(getName)
        1    0.000    0.000    0.000    0.000 namedtype.py:2(<module>)
        1    0.000    0.000    0.000    0.000 namedtype.py:21(OptionalNamedType)
        1    0.000    0.000    0.000    0.000 namedtype.py:23(DefaultedNamedType)
        1    0.000    0.000    0.000    0.000 namedtype.py:26(NamedTypes)
        6    0.000    0.000    0.000    0.000 namedtype.py:27(__init__)
       12    0.000    0.000    0.000    0.000 namedtype.py:44(__nonzero__)
       15    0.000    0.000    0.000    0.000 namedtype.py:47(__len__)
        6    0.000    0.000    0.000    0.000 namedtype.py:49(getTypeByPosition)
        6    0.000    0.000    0.000    0.000 namedtype.py:55(getPositionByType)
        1    0.000    0.000    0.000    0.000 namedtype.py:6(NamedType)
        6    0.000    0.000    0.000    0.000 namedtype.py:70(getNameByPosition)
       18    0.000    0.000    0.000    0.000 namedtype.py:9(__init__)
        1    0.000    0.000    0.000    0.000 namedval.py:2(<module>)
        1    0.000    0.000    0.000    0.000 namedval.py:31(getValue)
        1    0.000    0.000    0.000    0.000 namedval.py:35(__getitem__)
        1    0.000    0.000    0.000    0.000 namedval.py:36(__len__)
        1    0.000    0.000    0.000    0.000 namedval.py:43(clone)
        1    0.000    0.000    0.000    0.000 namedval.py:6(NamedValues)
        3    0.000    0.000    0.000    0.000 namedval.py:7(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:12(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:24(netrc)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 octets.py:1(<module>)
        9    0.000    0.000    0.000    0.000 octets.py:11(<lambda>)
      689    0.002    0.000    0.003    0.000 ordered_dict.py:124(items)
      917    0.003    0.000    0.006    0.000 ordered_dict.py:142(update)
        1    0.000    0.000    0.000    0.000 ordered_dict.py:16(OrderedDict)
      459    0.004    0.000    0.007    0.000 ordered_dict.py:28(__init__)
      230    0.001    0.000    0.001    0.000 ordered_dict.py:44(__setitem__)
        1    0.000    0.000    0.000    0.000 ordered_dict.py:5(<module>)
     1384    0.001    0.000    0.001    0.000 ordered_dict.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.004    0.004 platform.py:10(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:1000(_syscmd_uname)
        2    0.000    0.000    0.005    0.002 platform.py:1166(uname)
        1    0.000    0.000    0.005    0.005 platform.py:1303(system)
        1    0.000    0.000    0.000    0.000 platform.py:1322(release)
        2    0.000    0.000    0.000    0.000 platform.py:1389(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1487(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:1500(python_version)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
      231    0.001    0.000    0.014    0.000 poolmanager.py:121(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:177(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:31(PoolManager)
        2    0.000    0.000    0.000    0.000 poolmanager.py:61(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:67(_new_pool)
      231    0.001    0.000    0.009    0.000 poolmanager.py:93(connection_from_host)
       12    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
        1    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
      464    0.003    0.000    0.005    0.000 posixpath.py:258(expanduser)
      467    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
       17    0.000    0.000    0.000    0.000 posixpath.py:68(join)
    11723    0.005    0.000    0.014    0.000 pyexpat.c:441(CharacterData)
     6004    0.005    0.000    0.294    0.000 pyexpat.c:566(StartElement)
     6004    0.003    0.000    0.089    0.000 pyexpat.c:618(EndElement)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:105(inject_into_urllib3)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:120(SubjectAltName)
        3    0.000    0.000    0.002    0.001 pyopenssl.py:131(get_subj_alt_name)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:161(WrappedSocket)
        3    0.000    0.000    0.000    0.000 pyopenssl.py:168(__init__)
      228    0.001    0.000    0.002    0.000 pyopenssl.py:174(fileno)
      231    0.001    0.000    0.002    0.000 pyopenssl.py:177(makefile)
     1019    0.003    0.000 4542.177    4.457 pyopenssl.py:181(recv)
      231    0.001    0.000    0.002    0.000 pyopenssl.py:199(settimeout)
      231    0.000    0.000    0.020    0.000 pyopenssl.py:202(sendall)
      233    0.000    0.000    0.000    0.000 pyopenssl.py:205(close)
        3    0.000    0.000    0.002    0.001 pyopenssl.py:211(getpeercert)
        9    0.000    0.000    0.000    0.000 pyopenssl.py:242(_verify_callback)
        3    0.001    0.000    0.338    0.113 pyopenssl.py:246(ssl_wrap_socket)
        1    0.001    0.001    0.008    0.008 pyopenssl.py:47(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.001    0.001    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:800(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
      466    0.001    0.000    0.004    0.000 re.py:134(match)
     3711    0.005    0.000    0.020    0.000 re.py:164(split)
      291    0.000    0.000    0.034    0.000 re.py:188(compile)
        6    0.000    0.000    0.000    0.000 re.py:204(escape)
     4468    0.007    0.000    0.043    0.000 re.py:226(_compile)
        2    0.001    0.000    0.016    0.008 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:12(RequestMethods)
        3    0.000    0.000    0.000    0.000 request.py:43(__init__)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
      482    0.002    0.000    0.002    0.000 response.py:1(is_fp_closed)
      233    0.001    0.000    0.006    0.000 response.py:119(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:13(DeflateDecoder)
      251    0.004    0.000    0.526    0.002 response.py:143(read)
      481    0.002    0.000    0.530    0.001 response.py:239(stream)
      231    0.006    0.000    0.064    0.000 response.py:261(from_httplib)
      232    0.001    0.000    0.001    0.000 response.py:298(closed)
        1    0.000    0.000    0.000    0.000 response.py:46(HTTPResponse)
      231    0.005    0.000    0.043    0.000 response.py:75(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
      232    0.001    0.000    0.001    0.000 retry.py:112(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:16(Retry)
      231    0.001    0.000    0.001    0.000 retry.py:192(is_forced_retry)
     3219    0.005    0.000    0.010    0.000 rfc822.py:197(isheader)
     3450    0.002    0.000    0.002    0.000 rfc822.py:209(islast)
     3450    0.001    0.000    0.001    0.000 rfc822.py:219(iscomment)
      932    0.014    0.000    0.022    0.000 rfc822.py:228(getallmatchingheaders)
     1386    0.001    0.000    0.003    0.000 rfc822.py:285(getheader)
      932    0.004    0.000    0.027    0.000 rfc822.py:295(getheaders)
      231    0.000    0.000    0.001    0.000 rfc822.py:454(items)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
      231    0.001    0.000    0.084    0.000 rfc822.py:88(__init__)
        1    0.000    0.000    0.000    0.000 saxutils.py:109(XMLGenerator)
        1    0.000    0.000    0.000    0.000 saxutils.py:196(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 saxutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:44(SingleByteCharSetProber)
        1    0.001    0.001    0.001    0.001 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:42(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 scanner.py:18(JSONDecodeError)
        2    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:4(_import_c_make_scanner)
        1    0.000    0.000    0.000    0.000 sessions.py:10(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:197(rebuild_auth)
        2    0.000    0.000    0.004    0.002 sessions.py:222(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 sessions.py:260(Session)
        1    0.000    0.000    0.005    0.005 sessions.py:279(__init__)
      229    0.004    0.000    0.490    0.002 sessions.py:338(prepare_request)
      229    0.005    0.000 4544.211   19.844 sessions.py:378(request)
     1603    0.009    0.000    0.051    0.000 sessions.py:39(merge_setting)
      114    0.001    0.000  212.418    1.863 sessions.py:461(get)
      115    0.001    0.000 4331.795   37.668 sessions.py:491(post)
  231/229    0.007    0.000 4543.395   19.840 sessions.py:531(send)
      229    0.003    0.000    0.319    0.001 sessions.py:610(merge_environment_settings)
      231    0.001    0.000    0.013    0.000 sessions.py:634(get_adapter)
        2    0.000    0.000    0.000    0.000 sessions.py:649(mount)
     1945    0.001    0.000    0.001    0.000 sessions.py:67(<genexpr>)
      229    0.000    0.000    0.000    0.000 sessions.py:72(merge_hooks)
        1    0.000    0.000    0.000    0.000 sessions.py:88(SessionRedirectMixin)
  233/231    0.001    0.000    0.140    0.001 sessions.py:89(resolve_redirects)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 six.py:126(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:132(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:247(Iterator)
      462    0.001    0.000    0.002    0.000 six.py:267(itervalues)
        1    0.000    0.000    0.000    0.000 six.py:317(exec_)
        1    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 six.py:54(__len__)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:72(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:78(_LazyDescr)
       40    0.000    0.000    0.000    0.000 six.py:80(__init__)
        1    0.000    0.000    0.000    0.000 six.py:83(__get__)
        1    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
       31    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.005    0.005 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:37(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        3    0.000    0.000    0.000    0.000 socket.py:185(__init__)
      471    0.001    0.000    0.100    0.000 socket.py:223(meth)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
      231    0.001    0.000    0.001    0.000 socket.py:246(__init__)
      462    0.007    0.000    0.007    0.000 socket.py:276(close)
      231    0.001    0.000    0.001    0.000 socket.py:285(__del__)
      231    0.000    0.000    0.000    0.000 socket.py:292(flush)
      520    0.004    0.000    0.435    0.001 socket.py:336(read)
     4388    0.029    0.000 4541.800    1.035 socket.py:406(readline)
        1    0.002    0.002    0.002    0.002 socket.py:45(<module>)
      202    0.001    0.000    0.011    0.000 sre_compile.py:178(_compile_charset)
      202    0.003    0.000    0.010    0.000 sre_compile.py:207(_optimize_charset)
      420    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       30    0.001    0.000    0.001    0.000 sre_compile.py:258(_mk_bitmap)
        4    0.004    0.001    0.006    0.002 sre_compile.py:301(_optimize_unicode)
   475/60    0.003    0.000    0.012    0.000 sre_compile.py:32(_compile)
      199    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       60    0.000    0.000    0.006    0.000 sre_compile.py:359(_compile_info)
      120    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
       60    0.000    0.000    0.018    0.000 sre_compile.py:478(_code)
       60    0.000    0.000    0.034    0.001 sre_compile.py:493(compile)
       36    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
     1000    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
     2123    0.001    0.000    0.002    0.000 sre_parse.py:130(__getitem__)
      221    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      993    0.000    0.000    0.001    0.000 sre_parse.py:138(append)
  668/259    0.001    0.000    0.002    0.000 sre_parse.py:140(getwidth)
       63    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
     4390    0.004    0.000    0.004    0.000 sre_parse.py:182(__next)
     1712    0.001    0.000    0.001    0.000 sre_parse.py:195(match)
     3809    0.001    0.000    0.005    0.000 sre_parse.py:201(get)
        9    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:207(seek)
      274    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
       45    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
      136    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
      173    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
   231/63    0.001    0.000    0.015    0.000 sre_parse.py:301(_parse_sub)
   283/65    0.005    0.000    0.015    0.000 sre_parse.py:379(_parse)
       63    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
    63/60    0.000    0.000    0.016    0.000 sre_parse.py:675(parse)
      126    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
      126    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
      528    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.001    0.001 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ssl_.py:55(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 ssl_.py:78(resolve_ssl_version)
        1    0.000    0.000    0.006    0.006 ssl_peer_verification.py:2(<module>)
        1    0.000    0.000    0.001    0.001 ssl_peer_verification.py:27(ServerSSLCertVerification)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
        1    0.000    0.000    0.000    0.000 string.py:281(split)
        1    0.001    0.001    0.001    0.001 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:14(CaseInsensitiveDict)
      923    0.003    0.000    0.045    0.000 structures.py:42(__init__)
     5179    0.004    0.000    0.007    0.000 structures.py:48(__setitem__)
     8880    0.008    0.000    0.012    0.000 structures.py:53(__getitem__)
        3    0.000    0.000    0.000    0.000 structures.py:56(__delitem__)
      920    0.001    0.000    0.002    0.000 structures.py:59(__iter__)
     5638    0.002    0.000    0.002    0.000 structures.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 structures.py:88(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:9(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:91(__init__)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:102(GeneralName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:135(GeneralNames)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:141(SubjectAltName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:31(DirectoryString)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:55(AttributeValue)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:59(AttributeType)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:63(AttributeTypeAndValue)
        1    0.001    0.001    0.003    0.003 subj_alt_name.py:7(<module>)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:71(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:75(RDNSequence)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:80(Name)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:87(Extension)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:96(Extensions)
       45    0.000    0.000    0.000    0.000 tag.py:104(__eq__)
      104    0.000    0.000    0.000    0.000 tag.py:110(__hash__)
       27    0.000    0.000    0.000    0.000 tag.py:111(__len__)
       13    0.000    0.000    0.000    0.000 tag.py:122(initTagSet)
        1    0.000    0.000    0.000    0.000 tag.py:17(Tag)
       52    0.000    0.000    0.000    0.000 tag.py:18(__init__)
        1    0.000    0.000    0.000    0.000 tag.py:2(<module>)
       34    0.000    0.000    0.000    0.000 tag.py:39(__hash__)
      115    0.000    0.000    0.000    0.000 tag.py:40(__getitem__)
        1    0.000    0.000    0.000    0.000 tag.py:55(TagSet)
       55    0.000    0.000    0.000    0.000 tag.py:56(__init__)
       19    0.000    0.000    0.000    0.000 tag.py:72(__add__)
       19    0.000    0.000    0.000    0.000 tag.py:91(tagImplicitly)
       40    0.000    0.000    0.000    0.000 tag.py:98(__getitem__)
        1    0.000    0.000    0.000    0.000 tagmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tagmap.py:13(__getitem__)
        6    0.000    0.000    0.000    0.000 tagmap.py:29(clone)
        1    0.000    0.000    0.000    0.000 tagmap.py:3(TagMap)
       19    0.000    0.000    0.000    0.000 tagmap.py:4(__init__)
       12    0.000    0.000    0.000    0.000 tagmap.py:50(getPosMap)
        6    0.000    0.000    0.000    0.000 tagmap.py:51(getNegMap)
        6    0.000    0.000    0.000    0.000 tagmap.py:52(getDef)
       12    0.000    0.000    0.000    0.000 tagmap.py:9(__contains__)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.001    0.001    0.003    0.003 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
      695    0.001    0.000    0.005    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
      695    0.002    0.000    0.004    0.000 threading.py:131(__init__)
